State,Month_Year,aggravated_assault_count,homicide_count,rape_count,robbery_count,Month,Year,population_count,violent_crime_count,aggravated_assault_rate,homicide_rate,rape_rate,robbery_rate,violent_crime_rate
Utah,11-1989,231,5,37,67,11,1989,1705864,340,13.541524998475845,0.29310660169861136,2.168988852569724,3.9276284627613927,19.931248915505574
Utah,12-1989,247,3,32,66,12,1989,1705864,348,14.4794661239114,0.17586396101916682,1.875882250871113,3.8690071424216703,20.400219478223352
Utah,01-1990,256,2,32,89,01,1990,1731223,379,14.787234226902024,0.11552526739767206,1.848404278362753,5.140874399196407,21.892038171858854
Utah,02-1990,220,2,36,77,02,1990,1731223,335,12.707779413743925,0.11552526739767206,2.079454813158097,4.447722794810374,19.35048228911007
Utah,03-1990,253,8,69,70,03,1990,1731223,400,14.613946325805514,0.46210106959068825,3.9856217252196857,4.043384358918522,23.105053479534412
Utah,04-1990,235,4,52,68,04,1990,1731223,359,13.574218919226468,0.23105053479534413,3.0036569523394734,3.9278590915208493,20.73678549788213
Utah,05-1990,311,2,75,84,05,1990,1731223,472,17.964179080338006,0.11552526739767206,4.332197527412702,4.852061230702226,27.263963105850603
Utah,06-1990,316,7,52,79,06,1990,1731223,454,18.252992248832182,0.4043384358918522,3.0036569523394734,4.563248062208046,26.224235699271553
Utah,07-1990,320,7,55,87,07,1990,1731223,469,18.484042783627526,0.4043384358918522,3.176944853435981,5.025349131798734,27.090675204754096
Utah,08-1990,282,3,69,85,08,1990,1731223,439,16.289062703071757,0.17328790109650807,3.9856217252196857,4.909823864401062,25.357796193789014
Utah,09-1990,292,5,61,112,09,1990,1731223,470,16.86668904006012,0.2888131684941801,3.5235206556289973,6.469414974269635,27.148437838452935
Utah,10-1990,277,1,57,86,10,1990,1731223,421,16.000249534577577,0.05776263369883603,3.292470120833653,4.967586498099899,24.318068787209967
Utah,11-1990,232,3,45,85,11,1990,1731223,365,13.400931018129958,0.17328790109650807,2.599318516447621,4.909823864401062,21.083361300075147
Utah,12-1990,212,7,42,56,12,1990,1731223,317,12.245678344153239,0.4043384358918522,2.426030615351113,3.2347074871348176,18.310754882531022
Utah,01-1991,208,1,65,74,01,1991,1779780,348,11.686837699041455,0.05618671970693007,3.6521367809504546,4.157817258312825,19.552978458011665
Utah,02-1991,227,5,66,78,02,1991,1779780,376,12.754385373473125,0.28093359853465033,3.7083235006573845,4.3825641371405455,21.126206609805706
Utah,03-1991,232,1,61,81,03,1991,1779780,375,13.035318972007778,0.05618671970693007,3.4273899021227345,4.551124296261336,21.070019890098777
Utah,04-1991,265,3,52,61,04,1991,1779780,381,14.889480722336467,0.1685601591207902,2.9217094247603637,3.4273899021227345,21.40714020834036
Utah,05-1991,258,5,69,68,05,1991,1779780,400,14.496173684387957,0.28093359853465033,3.876883659778175,3.8206969400712447,22.47468788277203
Utah,06-1991,291,4,86,74,06,1991,1779780,455,16.35033543471665,0.2247468788277203,4.8320578947959865,4.157817258312825,25.56495746665318
Utah,07-1991,312,6,74,86,07,1991,1779780,478,17.530256548562182,0.3371203182415804,4.157817258312825,4.8320578947959865,26.857252019912572
Utah,08-1991,367,4,68,102,08,1991,1779780,541,20.620526132443334,0.2247468788277203,3.8206969400712447,5.731045410106867,30.397015361449167
Utah,09-1991,283,7,66,86,09,1991,1779780,442,15.900841677061209,0.3933070379485105,3.7083235006573845,4.8320578947959865,24.83453011046309
Utah,10-1991,262,4,66,124,10,1991,1779780,456,14.720920563215678,0.2247468788277203,3.7083235006573845,6.967153243659329,25.62114418636011
Utah,11-1991,258,9,73,70,11,1991,1779780,410,14.496173684387957,0.5056804773623707,4.101630538605895,3.933070379485105,23.036555079841328
Utah,12-1991,210,2,41,84,12,1991,1779780,337,11.799211138455314,0.11237343941386015,2.303655507984133,4.719684455382126,18.934924541235436
Utah,01-1992,246,6,60,99,01,1992,1836799,411,13.392864434268528,0.32665523010411046,3.266552301041105,5.389811296717823,22.375883262131566
Utah,02-1992,259,0,54,89,02,1992,1836799,402,14.100617432827436,0,2.9398970709369943,4.845385913210972,21.885900416975403
Utah,03-1992,269,2,73,102,03,1992,1836799,446,14.645042816334287,0.10888507670137015,3.9743052996000108,5.553138911769878,24.281372104405545
Utah,04-1992,285,6,58,93,04,1992,1836799,442,15.516123429945246,0.32665523010411046,3.1576672243397343,5.063156066613712,24.063601951002806
Utah,05-1992,306,3,85,65,05,1992,1836799,459,16.659416735309634,0.16332761505205523,4.627615759808232,3.53876499279453,24.98912510296445
Utah,06-1992,293,7,60,74,06,1992,1836799,434,15.951663736750728,0.38109776845479554,3.266552301041105,4.028747837950696,23.628061644197324
Utah,07-1992,316,6,91,75,07,1992,1836799,488,17.203842118816485,0.32665523010411046,4.9542709899123425,4.083190376301381,26.567958715134317
Utah,08-1992,295,5,82,90,08,1992,1836799,472,16.060548813452098,0.2722126917534254,4.464288144756176,4.899828451561658,25.696878101523353
Utah,09-1992,277,6,69,94,09,1992,1836799,446,15.080583123139766,0.32665523010411046,3.7565351461972702,5.117598604964397,24.281372104405545
Utah,10-1992,291,4,77,83,10,1992,1836799,455,15.842778660049358,0.2177701534027403,4.192075453002751,4.518730683106861,24.771354949561708
Utah,11-1992,225,6,47,73,11,1992,1836799,351,12.249571128904142,0.32665523010411046,2.5587993024821984,3.9743052996000108,19.109330961090464
Utah,12-1992,264,3,60,73,12,1992,1836799,400,14.37283012458086,0.16332761505205523,3.266552301041105,3.9743052996000108,21.777015340274033
Utah,01-1993,231,3,73,79,01,1993,1898404,386,12.168115954243671,0.15802747992524246,3.8453353448475664,4.161390304698052,20.33286908371453
Utah,02-1993,244,4,51,65,02,1993,1898404,364,12.852901700586386,0.21070330656698996,2.6864671587291222,3.4239287317135862,19.174000897596084
Utah,03-1993,326,2,70,93,03,1993,1898404,491,17.17231948520968,0.10535165328349498,3.687307864922324,4.8988518776825165,25.863830881098014
Utah,04-1993,283,7,74,67,04,1993,1898404,431,14.90725893961454,0.36873078649223245,3.8980111714893146,3.529280384997082,22.703281282593167
Utah,05-1993,318,2,85,81,05,1993,1898404,486,16.750912872075702,0.10535165328349498,4.477445264548536,4.266741957981547,25.60045174788928
Utah,06-1993,310,4,75,78,06,1993,1898404,467,16.329506258941723,0.21070330656698996,3.9506869981310615,4.108714478056304,24.59961104169608
Utah,07-1993,361,4,108,102,07,1993,1898404,575,19.015973417670843,0.21070330656698996,5.688989277308728,5.3729343174582445,30.288600319004804
Utah,08-1993,327,7,77,73,08,1993,1898404,484,17.22499531185143,0.36873078649223245,4.056038651414556,3.8453353448475664,25.495100094605785
Utah,09-1993,304,8,52,95,09,1993,1898404,459,16.013451299091237,0.4214066131339799,2.7391429853708695,5.004203530966012,24.178204428562097
Utah,10-1993,343,6,45,124,10,1993,1898404,518,18.067808538119387,0.31605495985048493,2.370412198878637,6.531802503576689,27.286078200425198
Utah,11-1993,265,7,55,122,11,1993,1898404,449,13.959094060063084,0.36873078649223245,2.897170465296112,6.426450850293193,23.651446162144623
Utah,12-1993,227,4,39,100,12,1993,1898404,370,11.95741264767668,0.21070330656698996,2.054357239028152,5.267582664174749,19.49005585744657
Utah,01-1994,268,3,60,81,01,1994,1960446,412,13.670358683687283,0.15302640317560393,3.0605280635120784,4.131712885741306,21.015626036116274
Utah,02-1994,260,4,37,83,02,1994,1960446,384,13.262288275219008,0.20403520423413854,1.8873256391657818,4.233730487858375,19.587379606477302
Utah,03-1994,296,4,65,80,03,1994,1960446,445,15.098605113326254,0.20403520423413854,3.315572068804752,4.080704084682772,22.698916471047916
Utah,04-1994,299,3,77,93,04,1994,1960446,472,15.251631516501856,0.15302640317560393,3.9276776815071672,4.743818498443721,24.07615409962835
Utah,05-1994,327,2,64,75,05,1994,1960446,468,16.679877946140827,0.10201760211706927,3.2645632677462166,3.8256600793900977,23.872118895394213
Utah,06-1994,293,7,80,117,06,1994,1960446,497,14.94557871015065,0.35706160740974247,4.080704084682772,5.968029723848553,25.351374126091713
Utah,07-1994,360,7,100,112,07,1994,1960446,579,18.36316838107247,0.35706160740974247,5.100880105853464,5.7129857185558794,29.534095812891557
Utah,08-1994,314,5,82,124,08,1994,1960446,525,16.016763532379876,0.25504400529267324,4.18272168679984,6.325091331258296,26.779620555730684
Utah,09-1994,316,6,84,115,09,1994,1960446,521,16.118781134496945,0.30605280635120785,4.28473928891691,5.866012121731484,26.575585351496546
Utah,10-1994,320,6,47,137,10,1994,1960446,510,16.322816338731087,0.30605280635120785,2.397413649751128,6.988205745019245,26.014488539852664
Utah,11-1994,252,7,51,83,11,1994,1960446,393,12.85421786675073,0.35706160740974247,2.6014488539852665,4.233730487858375,20.04645881600411
Utah,12-1994,345,2,47,111,12,1994,1960446,505,17.59803636519445,0.10201760211706927,2.397413649751128,5.661976917497345,25.75944453455999
Utah,01-1995,310,4,57,81,01,1995,2014177,452,15.390901594050574,0.1985922786329106,2.8299399705189763,4.02149364231644,22.4409274855189
Utah,02-1995,311,6,64,89,02,1995,2014177,470,15.440549663708799,0.29788841794936594,3.1774764581265695,4.418678199582261,23.334592739366997
Utah,03-1995,358,3,59,98,03,1995,2014177,518,17.7740089376455,0.14894420897468297,2.9292361098354314,4.86551082650631,25.717700082961922
Utah,04-1995,303,8,65,85,04,1995,2014177,461,15.04336510644298,0.3971845572658212,3.2271245277847975,4.220085920949351,22.887760112442948
Utah,05-1995,305,4,63,104,05,1995,2014177,476,15.142661245759435,0.1985922786329106,3.127828388468342,5.163399244455675,23.632481157316363
Utah,06-1995,311,9,68,91,06,1995,2014177,479,15.440549663708799,0.4468326269240489,3.3760687367594806,4.517974338898716,23.781425366291046
Utah,07-1995,370,8,79,88,07,1995,2014177,545,18.369785773544233,0.3971845572658212,3.9221975029999845,4.369030129924034,27.05819796373407
Utah,08-1995,356,7,81,126,08,1995,2014177,570,17.674712798329043,0.3475364876075936,4.02149364231644,6.255656776936684,28.299399705189764
Utah,09-1995,405,7,82,143,09,1995,2014177,637,20.1074682115822,0.3475364876075936,4.071141711974668,7.099673961126554,31.625820372291017
Utah,10-1995,395,8,82,135,10,1995,2014177,620,19.610987514999923,0.3971845572658212,4.071141711974668,6.702489403860733,30.781803188101147
Utah,11-1995,315,6,45,106,11,1995,2014177,472,15.63914194234171,0.29788841794936594,2.2341631346202444,5.262695383772131,23.43388887868345
Utah,12-1995,272,3,51,127,12,1995,2014177,453,13.504274947037922,0.14894420897468297,2.5320515525696106,6.305304846594912,22.490575555177127
Utah,01-1996,353,4,69,129,01,1996,2067976,555,17.069830597647165,0.19342584246625685,3.3365957825429304,6.237983419536783,26.83783564219314
Utah,02-1996,298,8,61,84,02,1996,2067976,451,14.410225263736137,0.3868516849325137,2.9497440976104174,4.061942691791394,21.80876373807046
Utah,03-1996,338,8,66,97,03,1996,2067976,509,16.344483688398704,0.3868516849325137,3.191526400693238,4.690576679806729,24.613438453831186
Utah,04-1996,360,4,55,95,04,1996,2067976,514,17.408325821963118,0.19342584246625685,2.6596053339110317,4.5938637585736,24.855220756914008
Utah,05-1996,393,2,91,133,05,1996,2067976,619,19.00408902230974,0.09671292123312843,4.400437916107344,6.43140926200304,29.93264912165325
Utah,06-1996,312,4,68,103,06,1996,2067976,487,15.087215712368035,0.19342584246625685,3.2882393219263664,4.980715443506114,23.549596320266772
Utah,07-1996,341,8,56,88,07,1996,2067976,493,16.489553070248398,0.3868516849325137,2.7079617945275958,4.255368534257651,23.839735083966158
Utah,08-1996,330,8,92,94,08,1996,2067976,524,15.957632003466191,0.3868516849325137,4.4487943767239075,4.545507297957037,25.338785363079648
Utah,09-1996,285,6,60,109,09,1996,2067976,460,13.781591275720801,0.2901387636993853,2.901387636993853,5.270854207205499,22.243971883619537
Utah,10-1996,358,4,74,145,10,1996,2067976,581,17.31161290072999,0.19342584246625685,3.578378085625752,7.011686789401812,28.095103618223806
Utah,11-1996,329,0,68,113,11,1996,2067976,510,15.909275542849626,0,3.2882393219263664,5.464280049671756,24.66179491444775
Utah,12-1996,357,6,58,132,12,1996,2067976,553,17.263256440113423,0.2901387636993853,2.804674715760725,6.383052801386476,26.74112272096001
Utah,01-1997,313,5,84,107,01,1997,2119784,509,14.765655368660205,0.23587308895623327,3.962667894464719,5.047684103663392,24.01188045574455
Utah,02-1997,316,2,60,103,02,1997,2119784,481,14.907179222033943,0.09434923558249331,2.830477067474799,4.858985632498406,22.69099115758964
Utah,03-1997,365,5,82,92,03,1997,2119784,544,17.21873549380503,0.23587308895623327,3.8683186588822256,4.340064836794692,25.662992078438183
Utah,04-1997,364,3,95,100,04,1997,2119784,562,17.171560876013782,0.14152385337373996,4.481588690168432,4.717461779124665,26.512135198680618
Utah,05-1997,367,5,96,132,05,1997,2119784,600,17.313084729387523,0.23587308895623327,4.528763307959679,6.227049548444558,28.304770674747992
Utah,06-1997,357,1,92,121,06,1997,2119784,571,16.841338551475058,0.047174617791246654,4.340064836794692,5.708128752740846,26.93670675880184
Utah,07-1997,409,7,91,147,07,1997,2119784,654,19.29441867661988,0.3302223245387266,4.2928902190034455,6.934668815313258,30.85220003547531
Utah,08-1997,403,7,89,118,08,1997,2119784,617,19.011370969872402,0.3302223245387266,4.198540983420952,5.566604899367105,29.106739177199184
Utah,09-1997,378,1,84,90,09,1997,2119784,553,17.832005525091237,0.047174617791246654,3.962667894464719,4.245715601212199,26.0875636385594
Utah,10-1997,376,3,60,141,10,1997,2119784,580,17.73765628950874,0.14152385337373996,2.830477067474799,6.651621108565778,27.36127831892306
Utah,11-1997,344,6,57,111,11,1997,2119784,518,16.22806852018885,0.2830477067474799,2.6889532141010593,5.2363825748283785,24.43645201586577
Utah,12-1997,318,8,72,99,12,1997,2119784,497,15.001528457616438,0.37739694232997323,3.396572480969759,4.670287161333419,23.44578504224959
Utah,01-1998,334,5,70,127,01,1998,2165960,536,15.420414042733936,0.23084452159781346,3.2318233023693876,5.863450848584461,24.7465327152856
Utah,02-1998,351,4,74,111,02,1998,2165960,540,16.205285416166504,0.18467561727825074,3.416498919647639,5.124748379471458,24.931208332563852
Utah,03-1998,328,4,78,108,03,1998,2165960,518,15.143400616816562,0.18467561727825074,3.60117453692589,4.986241666512771,23.915492437533473
Utah,04-1998,315,2,67,88,04,1998,2165960,472,14.543204860662247,0.09233780863912537,3.0933165894107,4.062863580121517,21.79172283883359
Utah,05-1998,401,3,87,109,05,1998,2165960,600,18.51373063214464,0.13850671295868808,4.016694675801954,5.032410570832333,27.701342591737614
Utah,06-1998,363,8,80,139,06,1998,2165960,590,16.759312268001256,0.3693512345565015,3.6935123455650154,6.417477700419213,27.239653548541984
Utah,07-1998,351,5,64,132,07,1998,2165960,552,16.205285416166504,0.23084452159781346,2.954809876452012,6.094295370182275,25.485235184398604
Utah,08-1998,340,2,70,116,08,1998,2165960,528,15.697427468651314,0.09233780863912537,3.2318233023693876,5.355592901069272,24.3771814807291
Utah,09-1998,375,4,52,93,09,1998,2165960,524,17.31333911983601,0.18467561727825074,2.40078302461726,4.2937081017193295,24.192505863450847
Utah,10-1998,380,12,76,138,10,1998,2165960,606,17.544183641433822,0.5540268518347523,3.5088367282867647,6.371308796099651,27.97835601765499
Utah,11-1998,283,5,64,118,11,1998,2165960,470,13.065799922436241,0.23084452159781346,2.954809876452012,5.447930709708397,21.699385030194463
Utah,12-1998,296,8,58,112,12,1998,2165960,474,13.665995678590557,0.3693512345565015,2.677796450534636,5.170917283791021,21.884060647472715
Utah,01-1999,291,7,64,114,01,1999,2203482,476,13.20637064428028,0.3176790189345772,2.9044938874018484,5.173629736934543,21.602173287551246
Utah,02-1999,264,1,62,84,02,1999,2203482,411,11.981037285532626,0.04538271699065388,2.8137284534205405,3.812148227214926,18.652296683158745
Utah,03-1999,321,3,82,88,03,1999,2203482,494,14.567852153999896,0.13614815097196165,3.7213827932336185,3.9936790951775416,22.419062193383017
Utah,04-1999,319,4,62,82,04,1999,2203482,467,14.477086720018589,0.18153086796261553,2.8137284534205405,3.7213827932336185,21.193728834635365
Utah,05-1999,367,3,76,87,05,1999,2203482,533,16.655457135569975,0.13614815097196165,3.449086491289695,3.948296378186888,24.188988156018517
Utah,06-1999,290,3,63,86,06,1999,2203482,442,13.160987927289625,0.13614815097196165,2.859111170411195,3.9029136611962336,20.059160909869018
Utah,07-1999,340,2,89,95,07,1999,2203482,526,15.430123776822322,0.09076543398130776,4.039061812168196,4.311358114112118,23.871309137083944
Utah,08-1999,361,10,73,107,08,1999,2203482,551,16.38316083362605,0.4538271699065389,3.312938340317734,4.855950717999965,25.00587706185029
Utah,09-1999,355,2,72,92,09,1999,2203482,521,16.11086453168213,0.09076543398130776,3.2675556233270795,4.175209963140158,23.644395552130675
Utah,10-1999,319,4,60,109,10,1999,2203482,492,14.477086720018589,0.18153086796261553,2.722963019439233,4.946716151981273,22.32829675940171
Utah,11-1999,313,5,69,103,11,1999,2203482,490,14.204790418074666,0.22691358495326944,3.131407472355118,4.67441985003735,22.237531325420402
Utah,12-1999,278,6,51,104,12,1999,2203482,439,12.61639532340178,0.2722963019439233,2.3145185665233483,4.719802567028004,19.923012758897055
Utah,01-2000,313,7,60,94,01,2000,2244502,474,13.945186950156428,0.3118731905785782,2.673198776387814,4.188011416340908,21.118270333463723
Utah,02-2000,284,5,58,89,02,2000,2244502,436,12.653140874902316,0.22276656469898443,2.5840921505082197,3.9652448516419234,19.425244441751445
Utah,03-2000,238,3,71,114,03,2000,2244502,426,10.60368847967166,0.13365993881939067,3.163285218725579,5.079077675136845,18.979711312353476
Utah,04-2000,297,4,68,114,04,2000,2244502,483,13.232333943119677,0.17821325175918756,3.0296252799061887,5.079077675136845,21.5192501499219
Utah,05-2000,317,6,81,114,05,2000,2244502,518,14.123400201915615,0.26731987763878134,3.608818348123548,5.079077675136845,23.078616102814788
Utah,06-2000,328,5,77,96,06,2000,2244502,506,14.61348664425338,0.22276656469898443,3.4306050963643604,4.2771180422205015,22.543976347537228
Utah,07-2000,353,8,99,103,07,2000,2244502,563,15.727319467748302,0.3564265035183751,4.410777981039892,4.58899123279908,25.08351518510565
Utah,08-2000,255,2,98,91,08,2000,2244502,446,11.361094799648207,0.08910662587959378,4.366224668100095,4.054351477521517,19.87077757114941
Utah,09-2000,235,4,58,86,09,2000,2244502,383,10.470028540852269,0.17821325175918756,2.5840921505082197,3.831584912822533,17.06391885594221
Utah,10-2000,249,6,62,111,10,2000,2244502,428,11.093774922009427,0.26731987763878134,2.7623054022674074,4.945417736317455,19.068817938233067
Utah,11-2000,200,1,51,80,11,2000,2244502,332,8.910662587959377,0.04455331293979689,2.2722189599296416,3.564265035183751,14.791699896012567
Utah,12-2000,185,1,73,95,12,2000,2244502,354,8.242362893862426,0.04455331293979689,3.2523918446051727,4.232564729280705,15.771872780688101
Utah,01-2001,226,8,66,115,01,2001,2283715,415,9.896156043989727,0.3503064086368045,2.890027871253637,5.0356546241540645,18.172144948034234
Utah,02-2001,217,3,63,108,02,2001,2283715,391,9.502061334273321,0.13136490323880168,2.7586629680148356,4.729136516596861,17.121225722123818
Utah,03-2001,269,4,81,80,03,2001,2283715,434,11.77905299041255,0.17515320431840226,3.5468523874476454,3.503064086368045,19.004122668546643
Utah,04-2001,285,5,57,92,04,2001,2283715,439,12.47966580768616,0.2189415053980028,2.495933161537232,4.028523699323252,19.223064173944646
Utah,05-2001,282,9,76,100,05,2001,2283715,467,12.348300904447358,0.3940947097164051,3.327910882049643,4.378830107960057,20.449136604173464
Utah,06-2001,289,6,76,109,06,2001,2283715,480,12.654819012004564,0.26272980647760336,3.327910882049643,4.772924817676461,21.018384518208272
Utah,07-2001,277,13,90,113,07,2001,2283715,493,12.129359399049356,0.5692479140348073,3.9409470971640506,4.9480780219948635,21.587632432243076
Utah,08-2001,220,5,85,92,08,2001,2283715,402,9.633426237512124,0.2189415053980028,3.7220055917660475,4.028523699323252,17.602897033999426
Utah,09-2001,245,11,77,85,09,2001,2283715,418,10.728133764502138,0.4816713118756062,3.371699183129243,3.7220055917660475,18.303509851273034
Utah,10-2001,265,10,76,103,10,2001,2283715,454,11.603899786094148,0.4378830107960056,3.327910882049643,4.510195011198857,19.879888690138657
Utah,11-2001,219,7,64,66,11,2001,2283715,356,9.589637936432524,0.30651810755720393,2.802451269094436,2.890027871253637,15.588635184337798
Utah,12-2001,270,3,62,121,12,2001,2283715,456,11.822841291492152,0.13136490323880168,2.714874666935235,5.298384430631668,19.967465292297856
Utah,01-2002,297,4,91,99,01,2002,2324815,491,12.775210070478728,0.17205670128590878,3.9142899542544245,4.258403356826242,21.119960082845303
Utah,02-2002,223,1,66,66,02,2002,2324815,356,9.592161096689413,0.043014175321477194,2.838935571217495,2.838935571217495,15.31304641444588
Utah,03-2002,294,1,79,86,03,2002,2324815,460,12.646167544514295,0.043014175321477194,3.398119850396698,3.699219077647039,19.78652064787951
Utah,04-2002,257,3,84,96,04,2002,2324815,440,11.054643057619638,0.12904252596443158,3.6131907270040844,4.129360830861811,18.926237141449967
Utah,05-2002,292,4,72,85,05,2002,2324815,453,12.56013919387134,0.17205670128590878,3.0970206231463577,3.6562049023255616,19.48542142062917
Utah,06-2002,319,5,97,75,06,2002,2324815,496,13.721521927551224,0.215070876607386,4.172375006183287,3.2260631491107894,21.335030959452688
Utah,07-2002,320,4,94,129,07,2002,2324815,547,13.764536102872704,0.17205670128590878,4.043332480218856,5.5488286164705585,23.528753900848024
Utah,08-2002,327,2,89,92,08,2002,2324815,510,14.06563533012304,0.08602835064295439,3.82826160361147,3.9573041295759017,21.937229413953368
Utah,09-2002,295,8,75,111,09,2002,2324815,489,12.689181719835771,0.34411340257181755,3.2260631491107894,4.7745734606839685,21.033931732202348
Utah,10-2002,256,8,85,104,10,2002,2324815,453,11.011628882298162,0.34411340257181755,3.6562049023255616,4.473474233433628,19.48542142062917
Utah,11-2002,220,3,68,101,11,2002,2324815,392,9.463118570724983,0.12904252596443158,2.9249639218604493,4.344431707469196,16.86155672601906
Utah,12-2002,246,6,63,96,12,2002,2324815,411,10.581487129083389,0.25808505192886316,2.709893045253063,4.129360830861811,17.678826057127125
Utah,01-2003,277,3,59,111,01,2003,2360137,450,11.736606815621297,0.1271112651511332,2.499854881305619,4.703116810591927,19.066689772669974
Utah,02-2003,275,8,74,77,02,2003,2360137,434,11.651865972187208,0.3389633737363551,3.1354112070612854,3.262522472212418,18.388763025197267
Utah,03-2003,338,1,64,110,03,2003,2360137,513,14.321202540361005,0.04237042171704439,2.711706989890841,4.660746388874883,21.736026340843775
Utah,04-2003,321,5,61,105,04,2003,2360137,492,13.60090537117125,0.21185210858522197,2.584595724739708,4.448894280289661,20.84624748478584
Utah,05-2003,279,6,67,125,05,2003,2360137,477,11.821347659055386,0.2542225303022664,2.8388182550419745,5.296302714630549,20.210691159030173
Utah,06-2003,265,4,76,93,06,2003,2360137,438,11.228161755016764,0.16948168686817755,3.220152050495374,3.940449219685129,18.558244712065445
Utah,07-2003,312,3,93,130,07,2003,2360137,538,13.21957157571785,0.1271112651511332,3.940449219685129,5.50815482321577,22.795286883769883
Utah,08-2003,301,4,80,90,08,2003,2360137,475,12.753496936830363,0.16948168686817755,3.3896337373635514,3.813337954533995,20.125950315596086
Utah,09-2003,312,7,73,104,09,2003,2360137,496,13.21957157571785,0.29659295201931074,3.093040785344241,4.4065238585726165,21.01572917165402
Utah,10-2003,269,6,78,90,10,2003,2360137,443,11.397643441884941,0.2542225303022664,3.3048928939294626,3.813337954533995,18.770096820650664
Utah,11-2003,307,10,71,104,11,2003,2360137,492,13.00771946713263,0.42370421717044393,3.0082999419101517,4.4065238585726165,20.84624748478584
Utah,12-2003,223,0,81,102,12,2003,2360137,406,9.4486040429009,0,3.432004159080596,4.321783015138528,17.202391217120024
Utah,01-2004,262,5,93,121,01,2004,2401580,481,10.909484589312036,0.20819627078839764,3.872450636664196,5.038349753079223,20.028481249843853
Utah,02-2004,233,3,63,97,02,2004,2401580,396,9.70194621873933,0.1249177624730386,2.62327301193381,4.039007653294915,16.489144646441094
Utah,03-2004,255,7,81,129,03,2004,2401580,472,10.618009810208278,0.2914747791037567,3.3727795867720416,5.37146378634066,19.653727962424735
Utah,04-2004,276,5,87,98,04,2004,2401580,466,11.49243414751955,0.20819627078839764,3.622615111718119,4.080646907452594,19.40389243747866
Utah,05-2004,311,6,96,104,05,2004,2401580,517,12.949808043038333,0.2498355249460772,3.997368399137235,4.330482432398671,21.527494399520315
Utah,06-2004,293,0,92,76,06,2004,2401580,461,12.200301468200102,0,3.8308113825065164,3.1645833159836445,19.19569616669026
Utah,07-2004,367,3,88,105,07,2004,2401580,563,15.281606275868386,0.1249177624730386,3.6642543658757987,4.37212168655635,23.442900090773573
Utah,08-2004,331,3,68,122,08,2004,2401580,524,13.782593126191923,0.1249177624730386,2.831469282722208,5.079989007236903,21.818969178624073
Utah,09-2004,267,7,83,90,09,2004,2401580,447,11.117680860100435,0.2914747791037567,3.456058095087401,3.7475328741911578,18.612746608482748
Utah,10-2004,287,9,68,94,10,2004,2401580,458,11.950465943254024,0.3747532874191158,2.831469282722208,3.9140898908218755,19.070778404217222
Utah,11-2004,192,3,63,90,11,2004,2401580,348,7.99473679827447,0.1249177624730386,2.62327301193381,3.7475328741911578,14.490460446872476
Utah,12-2004,278,0,69,103,12,2004,2401580,450,11.575712655834907,0,2.8731085368798874,4.288843178240992,18.737664370955788
Utah,01-2005,283,3,93,108,01,2005,2457719,487,11.514741921269275,0.1220644019922538,3.783996461759868,4.394318471721136,19.815121256742533
Utah,02-2005,198,4,74,74,02,2005,2457719,350,8.05625053148875,0.1627525359896717,3.0109219158089267,3.0109219158089267,14.240846899096274
Utah,03-2005,260,5,95,79,03,2005,2457719,439,10.578914839328661,0.20344066998708965,3.8653727297547036,3.2143625857960165,17.86209082486647
Utah,04-2005,299,7,59,85,04,2005,2457719,450,12.165752065227961,0.2848169379819255,2.400599905847658,3.4584913897805243,18.309660298838068
Utah,05-2005,281,4,79,116,05,2005,2457719,480,11.433365653274437,0.1627525359896717,3.2143625857960165,4.71982354370048,19.530304318760606
Utah,06-2005,325,6,89,91,06,2005,2457719,511,13.223643549160828,0.2441288039845076,3.621243925770196,3.702620193765032,20.791636472680562
Utah,07-2005,361,2,74,109,07,2005,2457719,546,14.688416373067874,0.08137626799483585,3.0109219158089267,4.435006605718555,22.21572116259019
Utah,08-2005,360,6,92,107,08,2005,2457719,565,14.647728239070455,0.2441288039845076,3.7433083277624495,4.353630337723719,22.988795708541133
Utah,09-2005,327,6,65,87,09,2005,2457719,485,13.305019817155666,0.2441288039845076,2.6447287098321652,3.53986765777536,19.7337449887477
Utah,10-2005,296,4,84,97,10,2005,2457719,481,12.043687663235707,0.1627525359896717,3.4178032557831064,3.9467489977495394,19.570992452758023
Utah,11-2005,271,5,74,79,11,2005,2457719,429,11.02648431330026,0.20344066998708965,3.0109219158089267,3.2143625857960165,17.455209484892293
Utah,12-2005,267,3,70,74,12,2005,2457719,414,10.863731777310589,0.1220644019922538,2.848169379819255,3.0109219158089267,16.844887474931024
Utah,01-2006,269,5,88,85,01,2006,2525507,447,10.651326644511379,0.1979800491544866,3.484448865118964,3.3656608356262723,17.699416394411102
Utah,02-2006,237,4,52,81,02,2006,2525507,374,9.384254329922666,0.15838403932358927,2.0589925112066605,3.207276796302683,14.808907676755597
Utah,03-2006,291,3,82,95,03,2006,2525507,471,11.52243886079112,0.11878802949269196,3.2468728061335805,3.7616209339352453,18.64972063035264
Utah,04-2006,288,4,71,92,04,2006,2525507,455,11.403650831298428,0.15838403932358927,2.8113166979937096,3.6428329044425536,18.01618447305828
Utah,05-2006,349,3,88,99,05,2006,2525507,539,13.819007430983165,0.11878802949269196,3.484448865118964,3.9200049732588345,21.342249298853655
Utah,06-2006,275,1,74,85,06,2006,2525507,435,10.888902703496763,0.03959600983089732,2.930104727486402,3.3656608356262723,17.224264276440337
