Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Utah,204,202,212,267,218,269,266,328,298,254,245,215,214,183,195,195,181,212,205,224,268,238,233,195,211,210,179,180,201,258,238,318,244,264,232,214,201,189,196,251,266,240,223,291,261,251,240,231,247,256,220,253,235,311,316,320,282,292,277,232,212,208,227,232,265,258,291,312,367,283,262,258,210,246,259,269,285,306,293,316,295,277,291,225,264,231,244,326,283,318,310,361,327,304,343,265,227,268,260,296,299,327,293,360,314,316,320,252,345,310,311,358,303,305,311,370,356,405,395,315,272,353,298,338,360,393,312,341,330,285,358,329,357,313,316,365,364,367,357,409,403,378,376,344,318,334,351,328,315,401,363,351,340,375,380,283,296,291,264,321,319,367,290,340,361,355,319,313,278,313,284,238,297,317,328,353,255,235,249,200,185,226,217,269,285,282,289,277,220,245,265,219,270,297,223,294,257,292,319,320,327,295,256,220,246,277,275,338,321,279,265,312,301,312,269,307,223,262,233,255,276,311,293,367,331,267,287,192,278,283,198,260,299,281,325,361,360,327,296,271,267,269,237,291,288,349,275,324,333,324,311,240,284,253,233,287,334,331,342,377,369,362,318,343,318,277,226,295,272,305,348,372,396,314,324,284,323,306,281,356,244,304,308,343,357,314,295,273,299,293,287,307,310,301,264,341,310,308,325,239,287,271,240,309,245,275,288,328,341,293,310,260,307,244,217,305,279,304,339,344,384,371,284,330,305,290,264,340,276,321,356,385,394,307,318,282,248,227,240,293,279,308,248,333,393,321,290,262,246,303,262,344,303,353,364,369,399,393,345,285,291,282,231,294,372,407,401,397,385,387,389,322,308,279,289,349,324,365,374,424,353,358,375,328,289,328,271,378,368,395,382,401,363,382,380,285,332,339,307,384,361,355,403,375,434,359,395,392,297,370,313,368,349,423,410,497,431,426,385,380,357,369,353,388,409,441,432,542,482,420,462,375,351,331,389,409,396,446,380,489,483,443,477,369,426,360,365,379,403,487,461,480,455,421,448,378,405,344,327,409,366,433,462,476,452,506,387,361,370,305,306,421,362,410,416,428,418,349,9,
Utah Clearances,132,140,123,175,176,181,155,189,178,186,151,141,149,93,123,116,118,122,107,130,144,137,141,134,113,122,117,119,130,161,127,169,132,138,111,121,126,121,128,140,150,144,143,148,138,141,154,130,134,119,120,150,151,201,170,177,154,175,160,129,141,117,150,138,160,171,146,165,188,153,184,136,142,155,178,163,179,170,201,195,176,156,210,143,188,185,163,213,177,193,207,242,178,191,209,176,162,167,159,197,175,207,191,206,196,206,196,148,159,198,177,226,172,188,156,182,189,196,206,152,168,164,162,152,173,164,144,159,173,151,166,173,157,162,166,164,162,162,161,188,192,204,189,185,165,209,197,220,176,243,194,186,183,200,210,182,192,155,178,190,195,208,187,189,229,222,182,207,176,177,185,154,181,194,201,191,142,143,130,129,111,141,131,166,153,190,172,150,118,142,151,132,147,156,139,146,163,159,160,165,160,149,138,116,116,124,167,180,168,152,155,166,176,168,148,158,125,134,134,133,129,159,178,200,206,156,153,118,128,147,125,153,190,161,180,211,227,193,161,152,185,153,132,171,174,185,147,176,199,164,205,158,179,139,136,161,174,156,189,200,202,220,171,234,197,199,139,183,142,176,224,221,217,206,188,148,205,174,169,216,163,168,200,215,192,186,172,167,158,143,164,148,170,176,196,198,186,195,220,178,167,183,173,203,169,155,175,222,252,191,187,174,183,173,145,188,160,206,204,189,230,223,168,196,195,199,160,209,178,196,202,242,261,186,191,171,166,141,147,193,155,181,162,189,216,194,206,143,151,194,164,195,184,215,216,235,240,224,215,169,190,160,130,176,195,224,215,227,190,229,194,186,206,174,163,210,174,199,221,240,222,188,205,192,173,200,162,194,184,243,228,246,245,211,211,156,208,248,199,208,242,230,245,246,261,244,235,242,215,234,223,259,252,275,233,261,261,255,208,231,218,244,223,257,241,250,255,353,274,260,294,224,225,205,220,244,272,296,269,321,306,292,304,241,293,229,254,261,239,328,303,318,265,277,288,249,276,241,229,262,248,271,296,330,282,360,241,277,254,229,224,263,270,275,272,282,296,223,7,
