Series,12-1985,01-1986,02-1986,03-1986,04-1986,05-1986,06-1986,07-1986,08-1986,09-1986,10-1986,11-1986,12-1986,01-1987,02-1987,03-1987,04-1987,05-1987,06-1987,07-1987,08-1987,09-1987,10-1987,11-1987,12-1987,01-1988,02-1988,03-1988,04-1988,05-1988,06-1988,07-1988,08-1988,09-1988,10-1988,11-1988,12-1988,01-1989,02-1989,03-1989,04-1989,05-1989,06-1989,07-1989,08-1989,09-1989,10-1989,11-1989,12-1989,01-1990,02-1990,03-1990,04-1990,05-1990,06-1990,07-1990,08-1990,09-1990,10-1990,11-1990,12-1990,01-1991,02-1991,03-1991,04-1991,05-1991,06-1991,07-1991,08-1991,09-1991,10-1991,11-1991,12-1991,01-1992,02-1992,03-1992,04-1992,05-1992,06-1992,07-1992,08-1992,09-1992,10-1992,11-1992,12-1992,01-1993,02-1993,03-1993,04-1993,05-1993,06-1993,07-1993,08-1993,09-1993,10-1993,11-1993,12-1993,01-1994,02-1994,03-1994,04-1994,05-1994,06-1994,07-1994,08-1994,09-1994,10-1994,11-1994,12-1994,01-1995,02-1995,03-1995,04-1995,05-1995,06-1995,07-1995,08-1995,09-1995,10-1995,11-1995,12-1995,01-1996,02-1996,03-1996,04-1996,05-1996,06-1996,07-1996,08-1996,09-1996,10-1996,11-1996,12-1996,01-1997,02-1997,03-1997,04-1997,05-1997,06-1997,07-1997,08-1997,09-1997,10-1997,11-1997,12-1997,01-1998,02-1998,03-1998,04-1998,05-1998,06-1998,07-1998,08-1998,09-1998,10-1998,11-1998,12-1998,01-1999,02-1999,03-1999,04-1999,05-1999,06-1999,07-1999,08-1999,09-1999,10-1999,11-1999,12-1999,01-2000,02-2000,03-2000,04-2000,05-2000,06-2000,07-2000,08-2000,09-2000,10-2000,11-2000,12-2000,01-2001,02-2001,03-2001,04-2001,05-2001,06-2001,07-2001,08-2001,09-2001,10-2001,11-2001,12-2001,01-2002,02-2002,03-2002,04-2002,05-2002,06-2002,07-2002,08-2002,09-2002,10-2002,11-2002,12-2002,01-2003,02-2003,03-2003,04-2003,05-2003,06-2003,07-2003,08-2003,09-2003,10-2003,11-2003,12-2003,01-2004,02-2004,03-2004,04-2004,05-2004,06-2004,07-2004,08-2004,09-2004,10-2004,11-2004,12-2004,01-2005,02-2005,03-2005,04-2005,05-2005,06-2005,07-2005,08-2005,09-2005,10-2005,11-2005,12-2005,01-2006,02-2006,03-2006,04-2006,05-2006,06-2006,07-2006,08-2006,09-2006,10-2006,11-2006,12-2006,01-2007,02-2007,03-2007,04-2007,05-2007,06-2007,07-2007,08-2007,09-2007,10-2007,11-2007,12-2007,01-2008,02-2008,03-2008,04-2008,05-2008,06-2008,07-2008,08-2008,09-2008,10-2008,11-2008,12-2008,01-2009,02-2009,03-2009,04-2009,05-2009,06-2009,07-2009,08-2009,09-2009,10-2009,11-2009,12-2009,01-2010,02-2010,03-2010,04-2010,05-2010,06-2010,07-2010,08-2010,09-2010,10-2010,11-2010,12-2010,01-2011,02-2011,03-2011,04-2011,05-2011,06-2011,07-2011,08-2011,09-2011,10-2011,11-2011,12-2011,01-2012,02-2012,03-2012,04-2012,05-2012,06-2012,07-2012,08-2012,09-2012,10-2012,11-2012,12-2012,01-2013,02-2013,03-2013,04-2013,05-2013,06-2013,07-2013,08-2013,09-2013,10-2013,11-2013,12-2013,01-2014,02-2014,03-2014,04-2014,05-2014,06-2014,07-2014,08-2014,09-2014,10-2014,11-2014,12-2014,01-2015,02-2015,03-2015,04-2015,05-2015,06-2015,07-2015,08-2015,09-2015,10-2015,11-2015,12-2015,01-2016,02-2016,03-2016,04-2016,05-2016,06-2016,07-2016,08-2016,09-2016,10-2016,11-2016,12-2016,01-2017,02-2017,03-2017,04-2017,05-2017,06-2017,07-2017,08-2017,09-2017,10-2017,11-2017,12-2017,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024,03-2024,04-2024,05-2024,06-2024,07-2024,08-2024,09-2024,10-2024,11-2024,12-2024,01-2025,02-2025,03-2025,04-2025,05-2025,06-2025,07-2025,08-2025,09-2025,10-2025,11-2025
Ohio,43,47,39,33,56,32,57,57,50,54,45,43,50,56,48,49,40,47,44,48,47,76,59,48,35,50,39,42,49,39,39,51,41,48,39,50,49,46,48,46,55,53,44,47,48,59,75,42,54,51,37,40,44,63,60,61,62,60,56,39,51,67,58,57,55,50,70,65,61,54,61,67,74,56,53,56,63,54,42,73,68,48,53,44,58,57,50,40,49,52,41,41,64,47,64,69,37,54,51,60,43,44,56,46,57,50,46,48,58,43,36,41,42,41,61,32,53,58,47,45,44,45,40,33,39,45,37,44,47,37,42,39,36,35,31,38,23,41,26,24,23,25,32,32,37,33,23,21,30,22,38,31,36,27,28,40,29,32,18,20,29,21,28,34,23,50,27,31,39,26,30,36,32,28,30,27,41,25,36,28,23,36,17,29,35,32,43,50,42,35,33,47,37,54,41,43,46,40,33,36,42,32,39,45,44,35,36,48,40,29,32,41,43,51,34,37,56,51,32,39,45,35,33,41,40,52,29,36,47,50,36,37,32,59,52,56,62,54,49,47,28,44,35,43,44,37,38,46,48,52,53,41,44,46,34,40,34,34,43,55,39,44,49,43,46,39,21,45,37,34,41,48,55,45,43,31,32,50,33,37,35,47,48,50,34,33,56,37,53,29,29,50,46,33,46,44,43,39,50,30,33,38,28,43,44,33,37,40,49,51,49,37,44,42,30,33,39,49,41,51,36,35,39,54,28,36,32,30,50,39,32,53,33,32,39,44,53,35,21,40,41,47,39,42,36,35,37,41,34,39,27,30,41,48,43,52,53,38,45,47,42,56,38,42,52,50,55,64,70,56,48,64,62,60,59,70,42,60,64,65,57,52,56,56,71,57,49,32,60,48,61,61,44,48,48,50,43,47,33,43,37,44,67,63,49,50,48,45,51,43,40,60,59,56,79,80,89,76,82,80,83,72,66,67,68,85,82,102,72,85,68,62,58,54,42,55,51,94,62,90,65,61,73,55,52,67,46,44,65,65,56,70,72,63,62,57,40,40,46,51,45,64,53,47,55,48,53,52,56,42,29,33,44,38,45,43,32,21,24,0
Ohio Clearances,42,36,36,23,31,30,41,34,43,38,44,44,34,50,31,33,26,28,37,38,33,60,59,43,30,42,29,26,37,27,39,43,40,33,31,35,33,29,28,37,32,41,37,27,46,36,59,29,49,40,36,34,35,39,47,41,49,44,37,27,31,41,39,34,43,33,39,52,50,27,39,41,49,50,37,34,51,30,35,57,35,35,34,27,67,27,34,28,29,24,21,23,36,30,37,44,53,28,33,30,29,29,37,28,42,37,36,30,52,27,21,22,25,20,35,14,29,31,28,28,19,22,16,14,17,27,21,30,28,21,25,21,55,16,17,15,15,20,17,12,16,11,18,17,16,35,20,9,19,10,22,20,29,20,10,28,29,12,14,15,18,15,17,16,18,27,11,18,31,10,25,20,30,10,10,18,17,18,23,16,13,27,12,18,18,19,12,23,17,15,16,32,17,26,31,25,14,26,16,20,15,14,18,18,41,15,12,21,11,16,15,17,19,22,15,15,22,23,17,24,21,19,20,21,29,24,17,20,23,20,14,16,18,28,36,20,37,29,22,26,16,15,21,18,20,13,17,21,24,29,30,26,19,12,19,18,22,18,21,31,30,21,26,23,23,26,11,24,16,21,17,34,26,16,19,12,18,33,14,23,24,23,30,27,24,17,25,15,28,20,22,25,15,18,21,28,18,15,29,10,14,13,18,23,15,23,22,15,24,23,21,28,15,27,23,21,23,21,11,25,20,15,22,34,9,13,14,13,13,16,15,17,12,8,28,17,15,18,15,24,15,22,22,24,18,15,27,20,19,13,20,15,18,27,24,24,22,14,22,21,16,21,18,17,28,17,23,17,32,13,26,29,24,13,30,33,16,30,19,25,18,17,29,11,21,32,17,16,25,26,27,18,26,24,20,16,12,14,14,24,19,13,37,30,20,13,24,22,30,26,13,26,20,46,32,37,34,21,33,26,38,37,29,28,19,29,30,38,25,26,20,20,36,16,18,34,35,36,26,31,45,18,30,26,18,26,30,28,27,20,23,32,31,41,26,29,18,21,25,27,27,25,20,20,21,20,33,20,26,28,21,20,22,15,19,26,16,18,10,1
