Series,"12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025","10-2025","11-2025"
Utah,32,21,28,35,31,46,40,43,21,44,46,34,32,22,22,37,37,26,30,42,40,32,27,29,19,36,35,41,39,31,24,39,42,37,24,30,19,38,31,47,34,44,47,52,30,39,38,37,32,32,36,69,52,75,52,55,69,61,57,45,42,65,66,61,52,69,86,74,68,66,66,73,41,60,54,73,58,85,60,91,82,69,77,47,60,73,51,70,74,85,75,108,77,52,45,55,39,60,37,65,77,64,80,100,82,84,47,51,47,57,64,59,65,63,68,79,81,82,82,45,51,69,61,66,55,91,68,56,92,60,74,68,58,84,60,82,95,96,92,91,89,84,60,57,72,70,74,78,67,87,80,64,70,52,76,64,58,64,62,82,62,76,63,89,73,72,60,69,51,60,58,71,68,81,77,99,98,58,62,51,73,66,63,81,57,76,76,90,85,77,76,64,62,91,66,79,84,72,97,94,89,75,85,68,63,59,74,64,61,67,76,93,80,73,78,71,81,93,63,81,87,96,92,88,68,83,68,63,69,93,74,95,59,79,89,74,92,65,84,74,70,88,52,82,71,88,74,76,75,76,65,80,48,76,66,83,72,83,89,74,86,74,78,58,85,73,66,73,75,76,89,77,83,85,74,73,60,88,78,61,82,101,57,84,89,65,76,76,70,73,72,85,86,80,94,87,92,67,76,65,96,69,63,61,72,76,80,91,76,73,70,76,83,59,82,82,78,86,65,97,90,78,84,85,75,121,100,127,114,144,125,129,144,134,128,98,100,117,103,116,88,130,146,133,145,139,128,94,112,145,121,117,127,129,146,155,160,143,140,132,121,131,124,127,130,136,128,142,131,102,140,130,113,153,128,131,133,194,184,132,160,140,165,138,152,196,143,146,129,163,169,141,183,152,155,124,146,152,129,156,157,168,147,164,180,158,179,125,128,153,152,174,100,126,164,158,170,127,158,154,101,156,127,196,203,200,170,197,189,172,158,158,165,162,167,211,178,189,153,170,198,200,156,166,149,170,147,171,180,187,153,179,169,163,159,134,133,136,139,164,162,183,166,169,189,190,188,158,185,173,136,190,160,172,171,177,168,150,6,
Utah Clearances,18,18,15,11,19,27,17,24,20,22,26,15,16,19,14,16,15,15,19,22,17,14,13,10,21,23,22,26,18,22,18,14,26,20,20,16,15,15,21,25,18,35,24,15,27,12,16,24,17,22,23,33,30,30,31,18,30,22,24,30,26,29,27,34,32,39,26,34,20,41,46,25,36,19,20,45,35,42,30,42,31,39,37,39,35,36,31,52,44,36,62,42,37,28,19,28,25,28,13,23,25,27,32,40,38,33,29,16,27,31,20,27,22,25,17,19,19,13,25,14,17,17,20,18,20,21,16,21,35,21,24,27,18,31,20,31,35,35,20,24,15,20,34,19,25,30,30,32,26,31,33,23,29,13,17,31,25,15,24,32,25,28,18,24,35,22,22,20,22,9,24,31,21,34,30,33,39,30,26,15,25,23,27,30,23,18,24,27,40,37,36,31,29,26,28,27,22,34,25,35,26,15,22,33,24,17,15,22,20,24,21,33,28,29,34,21,27,24,11,17,31,25,27,33,29,28,27,27,26,15,20,24,22,28,38,26,37,24,29,20,27,23,15,17,16,30,19,19,27,16,31,34,17,11,17,27,21,23,20,18,28,28,25,31,21,36,26,18,15,23,27,34,32,30,22,25,34,36,27,27,27,25,30,18,22,20,25,27,30,25,25,29,34,20,38,31,31,22,28,33,36,29,32,27,34,23,20,29,41,17,24,13,27,26,25,14,33,24,17,31,35,26,29,17,19,43,32,50,47,38,34,39,51,39,50,35,46,38,53,45,32,41,44,33,44,54,59,20,45,36,34,53,49,36,42,40,45,34,48,39,43,48,41,38,36,29,40,34,44,43,41,40,38,36,38,52,22,33,55,38,37,35,57,52,42,40,49,49,43,76,50,51,64,56,43,40,37,43,45,64,50,69,32,66,64,48,56,49,41,65,43,76,49,40,30,36,40,44,30,46,39,28,47,84,62,54,55,46,55,56,45,49,58,60,55,64,53,46,50,60,68,72,51,46,46,58,44,55,70,64,59,55,45,46,55,42,40,38,56,57,60,56,56,60,67,58,69,57,80,70,62,58,75,68,67,61,48,45,0,
